t,b1_policy,v01_policy,v02_policy,v02_mode,regret_b1,regret_v01,regret_v02,adv_v02_vs_b1,adv_v02_vs_v01
747,B1,GLOBAL,GLOBAL,DEPLOY,0.12466503342504709,0.0,0.0,0.12466503342504709,0.0
748,B1,B1,B1,DEPLOY,0.03478064563041938,0.03478064563041938,0.03478064563041938,0.0,0.0
749,B1,B1,HYBRID,DEPLOY,0.13380272595827147,0.13380272595827147,0.0,0.13380272595827147,0.13380272595827147
750,B1,B1,LOCAL,DEPLOY,0.10285271654367456,0.10285271654367456,0.0,0.10285271654367456,0.10285271654367456
751,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
752,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
753,B1,B1,GLOBAL,DEPLOY,0.12096350999754701,0.12096350999754701,0.0,0.12096350999754701,0.12096350999754701
754,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
755,B1,LOCAL,HYBRID,DEPLOY,0.09670795654610276,0.0,0.07008239344565492,0.026625563100447835,-0.07008239344565492
756,B1,B1,HYBRID,DEPLOY,0.04118889856488328,0.04118889856488328,0.0,0.04118889856488328,0.04118889856488328
757,B1,LOCAL,HYBRID,DEPLOY,0.009998370685990299,0.04192641863950697,0.0,0.009998370685990299,0.04192641863950697
758,B1,B1,LOCAL,DEPLOY,0.10259599091559213,0.10259599091559213,0.0,0.10259599091559213,0.10259599091559213
759,B1,B1,HYBRID,DEPLOY,0.11543670241451742,0.11543670241451742,0.0,0.11543670241451742,0.11543670241451742
760,B1,B1,HYBRID,LEARN_UCB,0.09405045844431648,0.09405045844431648,0.0,0.09405045844431648,0.09405045844431648
761,B1,HYBRID,HYBRID,DEPLOY,0.0677028635244653,0.0,0.0,0.0677028635244653,0.0
762,B1,B1,LOCAL,DEPLOY,0.050608228849282955,0.050608228849282955,0.0,0.050608228849282955,0.050608228849282955
763,B1,B1,B1,DEPLOY,0.013842429521364275,0.013842429521364275,0.013842429521364275,0.0,0.0
764,B1,B1,HYBRID,DEPLOY,0.10447743131406462,0.10447743131406462,0.0,0.10447743131406462,0.10447743131406462
765,B1,HYBRID,HYBRID,DEPLOY,0.11150522101179583,0.0,0.0,0.11150522101179583,0.0
766,B1,B1,B1,DEPLOY,0.00746253065109137,0.00746253065109137,0.00746253065109137,0.0,0.0
767,B1,GLOBAL,GLOBAL,DEPLOY,0.001089037538824389,0.0,0.0,0.001089037538824389,0.0
768,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
769,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
770,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
771,B1,B1,HYBRID,DEPLOY,0.12212906050367689,0.12212906050367689,0.0,0.12212906050367689,0.12212906050367689
772,B1,B1,HYBRID,DEPLOY,0.06998339010879429,0.06998339010879429,0.0,0.06998339010879429,0.06998339010879429
773,B1,B1,LOCAL,DEPLOY,0.0845672886819201,0.0845672886819201,0.0,0.0845672886819201,0.0845672886819201
774,B1,HYBRID,HYBRID,DEPLOY,0.09316334810066562,0.0,0.0,0.09316334810066562,0.0
775,B1,B1,LOCAL,DEPLOY,0.08477364290691325,0.08477364290691325,0.0,0.08477364290691325,0.08477364290691325
776,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
777,B1,LOCAL,HYBRID,DEPLOY,0.05972932394881625,0.0,0.010541896782712668,0.04918742716610358,-0.010541896782712668
778,B1,B1,HYBRID,DEPLOY,0.11609481052756498,0.11609481052756498,0.0,0.11609481052756498,0.11609481052756498
779,B1,B1,LOCAL,DEPLOY,0.0,0.0,0.02294677024908376,-0.02294677024908376,-0.02294677024908376
780,B1,B1,LOCAL,DEPLOY,0.08777122652675096,0.08777122652675096,0.0,0.08777122652675096,0.08777122652675096
781,B1,B1,LOCAL,DEPLOY,0.07607876037668415,0.07607876037668415,0.0,0.07607876037668415,0.07607876037668415
782,B1,B1,HYBRID,DEPLOY,0.06481096324740732,0.06481096324740732,0.0,0.06481096324740732,0.06481096324740732
783,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
784,B1,B1,HYBRID,DEPLOY,0.12855794799989217,0.12855794799989217,0.0,0.12855794799989217,0.12855794799989217
785,B1,B1,B1,LEARN_UCB,0.0,0.0,0.0,0.0,0.0
786,B1,GLOBAL,GLOBAL,DEPLOY,0.08639284079803788,0.026345248486227213,0.026345248486227213,0.06004759231181067,0.0
787,B1,B1,B1,LEARN_UCB,0.0,0.0,0.0,0.0,0.0
788,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
789,B1,HYBRID,HYBRID,DEPLOY,0.060812874465224986,0.0,0.0,0.060812874465224986,0.0
790,B1,B1,HYBRID,DEPLOY,0.0235488457593227,0.0235488457593227,0.0,0.0235488457593227,0.0235488457593227
791,B1,B1,HYBRID,DEPLOY,0.09017970831662625,0.09017970831662625,0.0,0.09017970831662625,0.09017970831662625
792,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
793,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
794,B1,B1,HYBRID,DEPLOY,0.10431462217330767,0.10431462217330767,0.0,0.10431462217330767,0.10431462217330767
795,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
796,B1,B1,LOCAL,DEPLOY,0.011855727889314438,0.011855727889314438,0.05263532553366901,-0.04077959764435457,-0.04077959764435457
797,B1,LOCAL,HYBRID,DEPLOY,0.09827188076535487,0.0,0.02622641778836421,0.07204546297699066,-0.02622641778836421
798,B1,B1,GLOBAL,LEARN_UCB,0.07960540218545842,0.07960540218545842,0.0,0.07960540218545842,0.07960540218545842
799,B1,HYBRID,HYBRID,DEPLOY,0.05569471295733497,0.0,0.0,0.05569471295733497,0.0
800,B1,HYBRID,HYBRID,DEPLOY,0.04964827522751092,0.0,0.0,0.04964827522751092,0.0
801,B1,B1,HYBRID,DEPLOY,0.08765317669436234,0.08765317669436234,0.0,0.08765317669436234,0.08765317669436234
802,B1,B1,LOCAL,DEPLOY,0.07292479287388964,0.07292479287388964,0.0,0.07292479287388964,0.07292479287388964
803,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
804,B1,B1,HYBRID,DEPLOY,0.06307531173327274,0.06307531173327274,0.0,0.06307531173327274,0.06307531173327274
805,B1,B1,HYBRID,DEPLOY,0.047187655021846076,0.047187655021846076,0.0,0.047187655021846076,0.047187655021846076
806,B1,LOCAL,HYBRID,DEPLOY,0.09920220386507683,0.06226430515708836,0.0,0.09920220386507683,0.06226430515708836
807,B1,B1,HYBRID,DEPLOY,0.08783408743839649,0.08783408743839649,0.0,0.08783408743839649,0.08783408743839649
808,B1,B1,LOCAL,DEPLOY,0.08806511476076939,0.08806511476076939,0.0,0.08806511476076939,0.08806511476076939
809,B1,B1,LOCAL,DEPLOY,0.011769264670484447,0.011769264670484447,0.0,0.011769264670484447,0.011769264670484447
810,B1,B1,LOCAL,DEPLOY,0.019442358169037943,0.019442358169037943,0.036368281971657423,-0.01692592380261948,-0.01692592380261948
811,B1,B1,GLOBAL,DEPLOY,0.0405155849654284,0.0405155849654284,0.10244245757189341,-0.06192687260646501,-0.06192687260646501
812,B1,B1,GLOBAL,LEARN_UCB,0.029342369145402225,0.029342369145402225,0.0,0.029342369145402225,0.029342369145402225
813,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
814,B1,B1,LOCAL,DEPLOY,0.05055178601069832,0.05055178601069832,0.0,0.05055178601069832,0.05055178601069832
815,B1,LOCAL,HYBRID,DEPLOY,0.046574294113152725,0.07680637176531313,0.0,0.046574294113152725,0.07680637176531313
816,B1,LOCAL,HYBRID,DEPLOY,0.1002164499473226,0.0786322227887275,0.0,0.1002164499473226,0.0786322227887275
817,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
818,B1,GLOBAL,GLOBAL,DEPLOY,0.12016715636704012,0.0,0.0,0.12016715636704012,0.0
819,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
820,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
821,B1,B1,LOCAL,DEPLOY,0.028330556008749785,0.028330556008749785,0.113996023887325,-0.08566546787857521,-0.08566546787857521
822,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
823,B1,B1,GLOBAL,DEPLOY,0.0325449616051402,0.0325449616051402,0.0919296098766832,-0.059384648271542995,-0.059384648271542995
824,B1,B1,GLOBAL,DEPLOY,0.08648004120257524,0.08648004120257524,0.02797390087727769,0.05850614032529755,0.05850614032529755
825,B1,HYBRID,HYBRID,DEPLOY,0.06357325306904138,0.0,0.0,0.06357325306904138,0.0
826,B1,LOCAL,HYBRID,DEPLOY,0.012838790587786586,0.01277542282358779,0.0,0.012838790587786586,0.01277542282358779
827,B1,HYBRID,HYBRID,DEPLOY,0.09398327462425304,0.0,0.0,0.09398327462425304,0.0
828,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
829,B1,GLOBAL,GLOBAL,DEPLOY,0.054712330087613115,0.0,0.0,0.054712330087613115,0.0
830,B1,B1,HYBRID,DEPLOY,0.011169045935787603,0.011169045935787603,0.0,0.011169045935787603,0.011169045935787603
831,B1,B1,B1,LEARN_UCB,0.019265461236375403,0.019265461236375403,0.019265461236375403,0.0,0.0
832,B1,B1,HYBRID,DEPLOY,0.12334237950250437,0.12334237950250437,0.0,0.12334237950250437,0.12334237950250437
833,B1,B1,HYBRID,DEPLOY,0.12770339998569435,0.12770339998569435,0.0,0.12770339998569435,0.12770339998569435
834,B1,B1,B1,DEPLOY,0.01519620048791237,0.01519620048791237,0.01519620048791237,0.0,0.0
835,B1,B1,HYBRID,DEPLOY,0.1267992631227739,0.1267992631227739,0.0,0.1267992631227739,0.1267992631227739
836,B1,B1,HYBRID,DEPLOY,0.09899552616438267,0.09899552616438267,0.0,0.09899552616438267,0.09899552616438267
837,B1,GLOBAL,GLOBAL,DEPLOY,0.033795189078574595,0.0,0.0,0.033795189078574595,0.0
838,B1,B1,HYBRID,DEPLOY,0.09129536362611779,0.09129536362611779,0.0,0.09129536362611779,0.09129536362611779
839,B1,B1,HYBRID,DEPLOY,0.09836257124340231,0.09836257124340231,0.0,0.09836257124340231,0.09836257124340231
840,B1,B1,LOCAL,DEPLOY,0.056657564380484415,0.056657564380484415,0.0,0.056657564380484415,0.056657564380484415
841,B1,LOCAL,HYBRID,DEPLOY,0.027863547346374307,0.05381398695882189,0.0,0.027863547346374307,0.05381398695882189
842,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
843,B1,B1,HYBRID,DEPLOY,0.11886057479869605,0.11886057479869605,0.0,0.11886057479869605,0.11886057479869605
844,B1,B1,B1,DEPLOY,0.03972365830106539,0.03972365830106539,0.03972365830106539,0.0,0.0
845,B1,B1,B1,DEPLOY,0.025414022827397575,0.025414022827397575,0.025414022827397575,0.0,0.0
846,B1,B1,HYBRID,DEPLOY,0.06427569067153727,0.06427569067153727,0.0,0.06427569067153727,0.06427569067153727
847,B1,B1,LOCAL,DEPLOY,0.03257178475890499,0.03257178475890499,0.09282147032933918,-0.0602496855704342,-0.0602496855704342
848,B1,B1,HYBRID,DEPLOY,0.13258617821156238,0.13258617821156238,0.0,0.13258617821156238,0.13258617821156238
849,B1,GLOBAL,GLOBAL,DEPLOY,0.04875943867166288,0.0,0.0,0.04875943867166288,0.0
850,B1,B1,LOCAL,LEARN_UCB,0.026681098856037755,0.026681098856037755,0.0,0.026681098856037755,0.026681098856037755
851,B1,LOCAL,HYBRID,DEPLOY,0.07493209045209082,0.1070458002599034,0.0,0.07493209045209082,0.1070458002599034
852,B1,LOCAL,HYBRID,DEPLOY,0.0934115446964282,0.0,0.03446980782588993,0.058941736870538275,-0.03446980782588993
853,B1,B1,B1,LEARN_UCB,0.0,0.0,0.0,0.0,0.0
854,B1,B1,LOCAL,DEPLOY,0.07176668452294865,0.07176668452294865,0.000963007948691752,0.0708036765742569,0.0708036765742569
855,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
856,B1,B1,HYBRID,DEPLOY,0.1320546852337391,0.1320546852337391,0.0,0.1320546852337391,0.1320546852337391
857,B1,LOCAL,HYBRID,DEPLOY,0.06742089253882422,0.07539437266348292,0.0,0.06742089253882422,0.07539437266348292
858,B1,B1,HYBRID,DEPLOY,0.0991023371554195,0.0991023371554195,0.0,0.0991023371554195,0.0991023371554195
859,B1,B1,LOCAL,DEPLOY,0.04461920743288739,0.04461920743288739,0.06589494574260135,-0.021275738309713965,-0.021275738309713965
860,B1,GLOBAL,GLOBAL,LEARN_UCB,0.12832278985383905,0.0,0.0,0.12832278985383905,0.0
861,B1,HYBRID,HYBRID,DEPLOY,0.035449740265498075,0.0,0.0,0.035449740265498075,0.0
862,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
863,B1,B1,LOCAL,DEPLOY,0.10553462674103642,0.10553462674103642,0.0,0.10553462674103642,0.10553462674103642
864,B1,B1,LOCAL,DEPLOY,0.0,0.0,0.014913862383045262,-0.014913862383045262,-0.014913862383045262
865,B1,GLOBAL,GLOBAL,DEPLOY,0.0,0.011713569151460934,0.011713569151460934,-0.011713569151460934,0.0
866,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
867,B1,HYBRID,HYBRID,DEPLOY,0.0699579797604103,0.0,0.0,0.0699579797604103,0.0
868,B1,LOCAL,HYBRID,DEPLOY,0.078615715153876,0.056519982133878544,0.0,0.078615715153876,0.056519982133878544
869,B1,B1,LOCAL,DEPLOY,0.12673502384871604,0.12673502384871604,0.0,0.12673502384871604,0.12673502384871604
870,B1,B1,LOCAL,DEPLOY,0.07264081253934607,0.07264081253934607,0.0,0.07264081253934607,0.07264081253934607
871,B1,HYBRID,HYBRID,DEPLOY,0.0858139024487129,0.0,0.0,0.0858139024487129,0.0
872,B1,LOCAL,HYBRID,DEPLOY,0.07555023057834986,0.0,0.04630018149392079,0.029250049084429075,-0.04630018149392079
873,B1,B1,LOCAL,DEPLOY,0.05964051207840948,0.05964051207840948,0.0821787681310372,-0.022538256052627714,-0.022538256052627714
874,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
875,B1,HYBRID,HYBRID,DEPLOY,0.03898276176582338,0.0,0.0,0.03898276176582338,0.0
876,B1,B1,LOCAL,DEPLOY,0.09255706229440852,0.09255706229440852,0.0,0.09255706229440852,0.09255706229440852
877,B1,B1,LOCAL,DEPLOY,0.1640411009521272,0.1640411009521272,0.0,0.1640411009521272,0.1640411009521272
878,B1,B1,LOCAL,DEPLOY,0.021225841945014867,0.021225841945014867,0.0,0.021225841945014867,0.021225841945014867
879,B1,B1,LOCAL,DEPLOY,0.0488007604520555,0.0488007604520555,0.0855105114368212,-0.0367097509847657,-0.0367097509847657
880,B1,GLOBAL,GLOBAL,DEPLOY,0.08037001618735706,0.0,0.0,0.08037001618735706,0.0
881,B1,GLOBAL,GLOBAL,DEPLOY,0.050340712059496084,0.0,0.0,0.050340712059496084,0.0
882,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
883,B1,HYBRID,HYBRID,DEPLOY,0.1002913707710742,0.0,0.0,0.1002913707710742,0.0
884,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
885,B1,B1,LOCAL,DEPLOY,0.0,0.0,0.012079847382664766,-0.012079847382664766,-0.012079847382664766
886,B1,B1,LOCAL,DEPLOY,0.02199769699926346,0.02199769699926346,0.0,0.02199769699926346,0.02199769699926346
887,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
888,B1,GLOBAL,GLOBAL,DEPLOY,0.06135605925139587,0.0,0.0,0.06135605925139587,0.0
889,B1,LOCAL,HYBRID,LEARN_UCB,0.04118622500483793,0.009947190598237232,0.0,0.04118622500483793,0.009947190598237232
890,B1,B1,HYBRID,DEPLOY,0.08057918300707234,0.08057918300707234,0.0,0.08057918300707234,0.08057918300707234
891,B1,HYBRID,HYBRID,DEPLOY,0.0933141601632318,0.0,0.0,0.0933141601632318,0.0
892,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
893,B1,B1,HYBRID,DEPLOY,0.0840456546114503,0.0840456546114503,0.0,0.0840456546114503,0.0840456546114503
894,B1,B1,LOCAL,DEPLOY,0.025125122625793805,0.025125122625793805,0.0,0.025125122625793805,0.025125122625793805
895,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
896,B1,LOCAL,HYBRID,DEPLOY,0.023066655327497076,0.01783037466040649,0.0,0.023066655327497076,0.01783037466040649
897,B1,GLOBAL,GLOBAL,DEPLOY,0.0005342775625708507,0.06845353211704042,0.06845353211704042,-0.06791925455446957,0.0
898,B1,HYBRID,HYBRID,DEPLOY,0.09958205571430367,0.0,0.0,0.09958205571430367,0.0
899,B1,B1,LOCAL,DEPLOY,0.10693519601146184,0.10693519601146184,0.07972350267389838,0.02721169333756346,0.02721169333756346
900,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
901,B1,B1,LOCAL,DEPLOY,0.05292329758511194,0.05292329758511194,0.0,0.05292329758511194,0.05292329758511194
902,B1,B1,HYBRID,DEPLOY,0.06534126601856938,0.06534126601856938,0.0,0.06534126601856938,0.06534126601856938
903,B1,HYBRID,HYBRID,DEPLOY,0.1152764724050992,0.0,0.0,0.1152764724050992,0.0
904,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
905,B1,B1,HYBRID,DEPLOY,0.142852732521062,0.142852732521062,0.0,0.142852732521062,0.142852732521062
906,B1,B1,LOCAL,DEPLOY,0.0027552842746267903,0.0027552842746267903,0.06757688090660996,-0.06482159663198317,-0.06482159663198317
907,B1,B1,LOCAL,DEPLOY,0.044682555923958645,0.044682555923958645,0.0,0.044682555923958645,0.044682555923958645
908,B1,B1,HYBRID,DEPLOY,0.09219746039429955,0.09219746039429955,0.0,0.09219746039429955,0.09219746039429955
909,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
910,B1,B1,LOCAL,DEPLOY,0.002806748013930771,0.002806748013930771,0.0,0.002806748013930771,0.002806748013930771
911,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
912,B1,B1,LOCAL,DEPLOY,0.0,0.0,0.05031257149861357,-0.05031257149861357,-0.05031257149861357
913,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
914,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
915,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
916,B1,B1,HYBRID,DEPLOY,0.055578303538872276,0.055578303538872276,0.0,0.055578303538872276,0.055578303538872276
917,B1,GLOBAL,GLOBAL,DEPLOY,0.048797498189998345,0.0,0.0,0.048797498189998345,0.0
918,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
919,B1,B1,HYBRID,DEPLOY,0.018605298770728917,0.018605298770728917,0.0,0.018605298770728917,0.018605298770728917
920,B1,LOCAL,HYBRID,LEARN_UCB,0.05657380508423393,0.08843014262074422,0.0,0.05657380508423393,0.08843014262074422
921,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
922,B1,B1,LOCAL,DEPLOY,0.0,0.0,0.04551211404882838,-0.04551211404882838,-0.04551211404882838
923,B1,B1,GLOBAL,DEPLOY,0.12468542666664917,0.12468542666664917,0.0,0.12468542666664917,0.12468542666664917
924,B1,LOCAL,HYBRID,DEPLOY,0.017847775061728632,0.0,0.01944262599652402,-0.0015948509347953888,-0.01944262599652402
925,B1,LOCAL,HYBRID,DEPLOY,0.03820149164503883,0.05800254706438113,0.0,0.03820149164503883,0.05800254706438113
926,B1,B1,HYBRID,DEPLOY,0.10777233900721128,0.10777233900721128,0.0,0.10777233900721128,0.10777233900721128
927,B1,HYBRID,HYBRID,DEPLOY,0.1090745442587504,0.0,0.0,0.1090745442587504,0.0
928,B1,B1,HYBRID,DEPLOY,0.11959893885069872,0.11959893885069872,0.0,0.11959893885069872,0.11959893885069872
929,B1,B1,LOCAL,DEPLOY,0.0,0.0,0.03173052276770327,-0.03173052276770327,-0.03173052276770327
930,B1,B1,HYBRID,DEPLOY,0.02764389962651026,0.02764389962651026,0.0,0.02764389962651026,0.02764389962651026
931,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
932,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
933,B1,B1,LOCAL,DEPLOY,0.014746337292672163,0.014746337292672163,0.034305375099631386,-0.019559037806959223,-0.019559037806959223
934,B1,LOCAL,HYBRID,DEPLOY,0.10410916392918146,0.0,0.03220645291825863,0.07190271101092283,-0.03220645291825863
935,B1,LOCAL,HYBRID,DEPLOY,0.07163731829667619,0.0,0.04498995353700996,0.026647364759666226,-0.04498995353700996
936,B1,B1,HYBRID,LEARN_UCB,0.11245817851094742,0.11245817851094742,0.0,0.11245817851094742,0.11245817851094742
937,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
938,B1,HYBRID,HYBRID,DEPLOY,0.0842218726943732,0.0,0.0,0.0842218726943732,0.0
939,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
940,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
941,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
942,B1,HYBRID,HYBRID,DEPLOY,0.06727271787802047,0.0,0.0,0.06727271787802047,0.0
943,B1,HYBRID,HYBRID,DEPLOY,0.05074152238667895,0.0,0.0,0.05074152238667895,0.0
944,B1,HYBRID,HYBRID,LEARN_UCB,0.07458446827893417,0.0,0.0,0.07458446827893417,0.0
945,B1,B1,LOCAL,DEPLOY,0.08028086664148038,0.08028086664148038,0.0,0.08028086664148038,0.08028086664148038
946,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
947,B1,B1,HYBRID,DEPLOY,0.1165673299531157,0.1165673299531157,0.0,0.1165673299531157,0.1165673299531157
948,B1,HYBRID,HYBRID,DEPLOY,0.07118434767039905,0.0,0.0,0.07118434767039905,0.0
949,B1,B1,HYBRID,DEPLOY,0.015340783255318846,0.015340783255318846,0.0,0.015340783255318846,0.015340783255318846
950,B1,B1,B1,DEPLOY,0.015248502522959395,0.015248502522959395,0.015248502522959395,0.0,0.0
951,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
952,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
953,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
954,B1,B1,LOCAL,DEPLOY,0.03351934555550151,0.03351934555550151,0.11029274269892742,-0.0767733971434259,-0.0767733971434259
955,B1,HYBRID,HYBRID,DEPLOY,0.11160203390143719,0.0,0.0,0.11160203390143719,0.0
956,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
957,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
958,B1,B1,HYBRID,DEPLOY,0.09909655281368346,0.09909655281368346,0.0,0.09909655281368346,0.09909655281368346
959,B1,LOCAL,HYBRID,DEPLOY,0.08190049746226868,0.11409170628139209,0.0,0.08190049746226868,0.11409170628139209
960,B1,B1,HYBRID,DEPLOY,0.07384229639937212,0.07384229639937212,0.0,0.07384229639937212,0.07384229639937212
961,B1,B1,LOCAL,DEPLOY,0.13480062170850038,0.13480062170850038,0.0,0.13480062170850038,0.13480062170850038
962,B1,B1,HYBRID,DEPLOY,0.06964056903394367,0.06964056903394367,0.0,0.06964056903394367,0.06964056903394367
963,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
964,B1,B1,GLOBAL,DEPLOY,0.128348906413549,0.128348906413549,0.0,0.128348906413549,0.128348906413549
965,B1,B1,B1,LEARN_UCB,0.010224864249222199,0.010224864249222199,0.010224864249222199,0.0,0.0
966,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
967,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
968,B1,B1,LOCAL,DEPLOY,0.04650421342424049,0.04650421342424049,0.06116070650366745,-0.014656493079426958,-0.014656493079426958
969,B1,B1,B1,DEPLOY,0.00026493538651650717,0.00026493538651650717,0.00026493538651650717,0.0,0.0
970,B1,B1,B1,DEPLOY,0.008113403369249705,0.008113403369249705,0.008113403369249705,0.0,0.0
971,B1,B1,LOCAL,LEARN_UCB,0.07642224759329452,0.07642224759329452,0.0,0.07642224759329452,0.07642224759329452
972,B1,LOCAL,HYBRID,LEARN_UCB,0.11560100679333074,0.08502876901086753,0.0,0.11560100679333074,0.08502876901086753
973,B1,B1,LOCAL,DEPLOY,0.07894252211931452,0.07894252211931452,0.0,0.07894252211931452,0.07894252211931452
974,B1,B1,B1,DEPLOY,0.008777446145451728,0.008777446145451728,0.008777446145451728,0.0,0.0
975,B1,HYBRID,HYBRID,DEPLOY,0.12086225590773336,0.0,0.0,0.12086225590773336,0.0
976,B1,B1,HYBRID,DEPLOY,0.10953572784318144,0.10953572784318144,0.0,0.10953572784318144,0.10953572784318144
977,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
978,B1,B1,HYBRID,DEPLOY,0.04308682782484008,0.04308682782484008,0.0,0.04308682782484008,0.04308682782484008
979,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
980,B1,B1,HYBRID,DEPLOY,0.07350197965488348,0.07350197965488348,0.0,0.07350197965488348,0.07350197965488348
981,B1,B1,HYBRID,DEPLOY,0.14083395126288045,0.14083395126288045,0.0,0.14083395126288045,0.14083395126288045
982,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
983,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
984,B1,LOCAL,HYBRID,DEPLOY,0.06376044582018414,0.0,0.017658163789480152,0.04610228203070399,-0.017658163789480152
985,B1,B1,HYBRID,DEPLOY,0.06886388280438449,0.06886388280438449,0.0,0.06886388280438449,0.06886388280438449
986,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
987,B1,LOCAL,HYBRID,DEPLOY,0.07347456161102617,0.07774785368140646,0.0,0.07347456161102617,0.07774785368140646
988,B1,B1,B1,DEPLOY,0.00038452793361931636,0.00038452793361931636,0.00038452793361931636,0.0,0.0
989,B1,B1,GLOBAL,DEPLOY,0.02660366366451805,0.02660366366451805,0.06754174101769428,-0.04093807735317623,-0.04093807735317623
990,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
991,B1,B1,HYBRID,LEARN_UCB,0.10219280022530663,0.10219280022530663,0.0,0.10219280022530663,0.10219280022530663
992,B1,HYBRID,HYBRID,LEARN_UCB,0.11547518556065006,0.0,0.0,0.11547518556065006,0.0
993,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
994,B1,HYBRID,HYBRID,DEPLOY,0.044796477738932916,0.0,0.0,0.044796477738932916,0.0
995,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
996,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
997,B1,GLOBAL,GLOBAL,DEPLOY,0.016788783033079513,0.013747871996108496,0.013747871996108496,0.003040911036971017,0.0
998,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
999,B1,B1,GLOBAL,DEPLOY,0.08428843602665081,0.08428843602665081,0.0,0.08428843602665081,0.08428843602665081
